# Apophis->SpacecraftZ in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 15:30:00.0000 ET, +9.4794949573638909e-01, -4.3714048889542179e-01, -2.4230744590434866e-01, -7.7641319076532917e-06, -1.5005018610405185e-05, +5.0831350396896064e-05
01-JUL-2028 15:40:00.0000 ET, +9.4287446819243648e-01, -4.4595364668621884e-01, -2.1170808309880404e-01, -9.1562091888805022e-06, -1.4367882736139689e-05, +5.1160158198570249e-05
01-JUL-2028 15:50:00.0000 ET, +9.3695781594866467e-01, -4.5437676351191958e-01, -1.8092309315812030e-01, -1.0569426808058551e-05, -1.3704824591818063e-05, +5.1449778405090596e-05
01-JUL-2028 16:00:00.0000 ET, +9.3018708282433382e-01, -4.6239418591763681e-01, -1.4997658736800815e-01, -1.2003006679656480e-05, -1.3015516297014617e-05, +5.1698204786505176e-05
01-JUL-2028 16:10:00.0000 ET, +9.2255031274131072e-01, -4.6999007464534492e-01, -1.1889389931170465e-01, -1.3456058490050115e-05, -1.2299667324315581e-05, +5.1903369746524245e-05
01-JUL-2028 16:20:00.0000 ET, +9.1403611958309106e-01, -4.7714842877152930e-01, -8.7701620709699196e-02, -1.4927571256022584e-05, -1.1557030321655786e-05, +5.2063147726010562e-05
01-JUL-2028 16:30:00.0000 ET, +9.0463376218355740e-01, -4.8385311347037718e-01, -5.6427634957871189e-02, -1.6416404667395093e-05, -1.0787407373907325e-05, +5.2175359468702899e-05
01-JUL-2028 16:40:00.0000 ET, +8.9433322454509634e-01, -4.9008789170223443e-01, -2.5101147709981009e-02, -1.7921280339847402e-05, -9.9906568740519942e-06, +5.2237777771833396e-05
01-JUL-2028 16:50:00.0000 ET, +8.8312530136191481e-01, -4.9583646007406745e-01, +6.2472860465488667e-03, -1.9440772884619725e-05, -9.1667005068336818e-06, +5.2248133299265742e-05
01-JUL-2028 17:00:00.0000 ET, +8.7100168883159956e-01, -5.0108248919235754e-01, +3.7585739296305876e-02, -2.0973301206074674e-05, -8.3155311861708064e-06, +5.2204123226354871e-05
