# Sun->Earth Barycenter in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 12:10:00.0000 ET, +2.5840456638396893e+07, -1.3751814154117554e+08, -5.9610869964705147e+07, +2.8870606541276516e+01, +4.5418468158494161e+00, +1.9686005121042283e+00
01-JUL-2028 12:20:00.0000 ET, +2.5857778826838430e+07, -1.3751541549935567e+08, -5.9609688399648800e+07, +2.8870021531853510e+01, +4.5449592398239957e+00, +1.9699496712042668e+00
01-JUL-2028 12:30:00.0000 ET, +2.5875100664156742e+07, -1.3751268759010026e+08, -5.9608506025105149e+07, +2.8869436130567589e+01, +4.5480716010787496e+00, +1.9712988031196510e+00
01-JUL-2028 12:40:00.0000 ET, +2.5892422150116738e+07, -1.3750995781344691e+08, -5.9607322841090500e+07, +2.8868850337426554e+01, +4.5511838995735774e+00, +1.9726479078329977e+00
01-JUL-2028 12:50:00.0000 ET, +2.5909743284483291e+07, -1.3750722616943336e+08, -5.9606138847621188e+07, +2.8868264152438204e+01, +4.5542961352683777e+00, +1.9739969853269241e+00
01-JUL-2028 13:00:00.0000 ET, +2.5927064067021299e+07, -1.3750449265809718e+08, -5.9604954044713549e+07, +2.8867677575610362e+01, +4.5574083081230468e+00, +1.9753460355840475e+00
01-JUL-2028 13:10:00.0000 ET, +2.5944384497495651e+07, -1.3750175727947617e+08, -5.9603768432383940e+07, +2.8867090606950839e+01, +4.5605204180974868e+00, +1.9766950585869858e+00
01-JUL-2028 13:20:00.0000 ET, +2.5961704575671270e+07, -1.3749902003360808e+08, -5.9602582010648698e+07, +2.8866503246467456e+01, +4.5636324651515974e+00, +1.9780440543183566e+00
01-JUL-2028 13:30:00.0000 ET, +2.5979024301313054e+07, -1.3749628092053059e+08, -5.9601394779524222e+07, +2.8865915494168046e+01, +4.5667444492452809e+00, +1.9793930227607799e+00
01-JUL-2028 13:40:00.0000 ET, +2.5996343674185909e+07, -1.3749353994028154e+08, -5.9600206739026845e+07, +2.8865327350060436e+01, +4.5698563703384387e+00, +1.9807419638968735e+00
01-JUL-2028 13:50:00.0000 ET, +2.6013662694054767e+07, -1.3749079709289879e+08, -5.9599017889172994e+07, +2.8864738814152446e+01, +4.5729682283909723e+00, +1.9820908777092570e+00
01-JUL-2028 14:00:00.0000 ET, +2.6030981360684536e+07, -1.3748805237842008e+08, -5.9597828229979068e+07, +2.8864149886451937e+01, +4.5760800233627865e+00, +1.9834397641805492e+00
01-JUL-2028 14:10:00.0000 ET, +2.6048299673840150e+07, -1.3748530579688337e+08, -5.9596637761461452e+07, +2.8863560566966740e+01, +4.5791917552137873e+00, +1.9847886232933705e+00
01-JUL-2028 14:20:00.0000 ET, +2.6065617633286539e+07, -1.3748255734832647e+08, -5.9595446483636588e+07, +2.8862970855704702e+01, +4.5823034239038796e+00, +1.9861374550303408e+00
01-JUL-2028 14:30:00.0000 ET, +2.6082935238788642e+07, -1.3747980703278732e+08, -5.9594254396520905e+07, +2.8862380752673687e+01, +4.5854150293929674e+00, +1.9874862593740810e+00
01-JUL-2028 14:40:00.0000 ET, +2.6100252490111396e+07, -1.3747705485030386e+08, -5.9593061500130825e+07, +2.8861790257881534e+01, +4.5885265716409567e+00, +1.9888350363072116e+00
01-JUL-2028 14:50:00.0000 ET, +2.6117569387019746e+07, -1.3747430080091399e+08, -5.9591867794482812e+07, +2.8861199371336124e+01, +4.5916380506077585e+00, +1.9901837858123543e+00
01-JUL-2028 15:00:00.0000 ET, +2.6134885929278649e+07, -1.3747154488465580e+08, -5.9590673279593334e+07, +2.8860608093045315e+01, +4.5947494662532797e+00, +1.9915325078721298e+00
01-JUL-2028 15:10:00.0000 ET, +2.6152202116653055e+07, -1.3746878710156718e+08, -5.9589477955478854e+07, +2.8860016423016972e+01, +4.5978608185374270e+00, +1.9928812024691605e+00
01-JUL-2028 15:20:00.0000 ET, +2.6169517948907927e+07, -1.3746602745168620e+08, -5.9588281822155870e+07, +2.8859424361258974e+01, +4.6009721074201133e+00, +1.9942298695860687e+00
01-JUL-2028 15:30:00.0000 ET, +2.6186833425808221e+07, -1.3746326593505096e+08, -5.9587084879640862e+07, +2.8858831907779198e+01, +4.6040833328612489e+00, +1.9955785092054759e+00
01-JUL-2028 15:40:00.0000 ET, +2.6204148547118917e+07, -1.3746050255169946e+08, -5.9585887127950333e+07, +2.8858239062585547e+01, +4.6071944948207424e+00, +1.9969271213100057e+00
01-JUL-2028 15:50:00.0000 ET, +2.6221463312604990e+07, -1.3745773730166990e+08, -5.9584688567100793e+07, +2.8857645825685882e+01, +4.6103055932585084e+00, +1.9982757058822820e+00
01-JUL-2028 16:00:00.0000 ET, +2.6238777722031403e+07, -1.3745497018500030e+08, -5.9583489197108783e+07, +2.8857052197088112e+01, +4.6134166281344600e+00, +1.9996242629049277e+00
01-JUL-2028 16:10:00.0000 ET, +2.6256091775163151e+07, -1.3745220120172885e+08, -5.9582289017990820e+07, +2.8856458176800139e+01, +4.6165275994085082e+00, +2.0009727923605651e+00
01-JUL-2028 16:20:00.0000 ET, +2.6273405471765228e+07, -1.3744943035189372e+08, -5.9581088029763460e+07, +2.8855863764829852e+01, +4.6196385070405697e+00, +2.0023212942318209e+00
01-JUL-2028 16:30:00.0000 ET, +2.6290718811602611e+07, -1.3744665763553312e+08, -5.9579886232443258e+07, +2.8855268961185164e+01, +4.6227493509905599e+00, +2.0036697685013189e+00
01-JUL-2028 16:40:00.0000 ET, +2.6308031794440318e+07, -1.3744388305268529e+08, -5.9578683626046784e+07, +2.8854673765873990e+01, +4.6258601312183920e+00, +2.0050182151516824e+00
01-JUL-2028 16:50:00.0000 ET, +2.6325344420043331e+07, -1.3744110660338840e+08, -5.9577480210590601e+07, +2.8854078178904238e+01, +4.6289708476839877e+00, +2.0063666341655386e+00
01-JUL-2028 17:00:00.0000 ET, +2.6342656688176665e+07, -1.3743832828768080e+08, -5.9576275986091316e+07, +2.8853482200283842e+01, +4.6320815003472600e+00, +2.0077150255255116e+00
01-JUL-2028 17:10:00.0000 ET, +2.6359968598605338e+07, -1.3743554810560077e+08, -5.9575070952565514e+07, +2.8852885830020711e+01, +4.6351920891681271e+00, +2.0090633892142287e+00
01-JUL-2028 17:20:00.0000 ET, +2.6377280151094366e+07, -1.3743276605718660e+08, -5.9573865110029794e+07, +2.8852289068122779e+01, +4.6383026141065127e+00, +2.0104117252143139e+00
01-JUL-2028 17:30:00.0000 ET, +2.6394591345408764e+07, -1.3742998214247662e+08, -5.9572658458500795e+07, +2.8851691914597993e+01, +4.6414130751223324e+00, +2.0117600335083963e+00
01-JUL-2028 17:40:00.0000 ET, +2.6411902181313559e+07, -1.3742719636150926e+08, -5.9571450997995131e+07, +2.8851094369454270e+01, +4.6445234721755071e+00, +2.0131083140791008e+00
01-JUL-2028 17:50:00.0000 ET, +2.6429212658573788e+07, -1.3742440871432281e+08, -5.9570242728529446e+07, +2.8850496432699565e+01, +4.6476338052259614e+00, +2.0144565669090548e+00
01-JUL-2028 18:00:00.0000 ET, +2.6446522776954480e+07, -1.3742161920095575e+08, -5.9569033650120392e+07, +2.8849898104341822e+01, +4.6507440742336126e+00, +2.0158047919808877e+00
01-JUL-2028 18:10:00.0000 ET, +2.6463832536220681e+07, -1.3741882782144654e+08, -5.9567823762784623e+07, +2.8849299384389006e+01, +4.6538542791583870e+00, +2.0171529892772253e+00
01-JUL-2028 18:20:00.0000 ET, +2.6481141936137430e+07, -1.3741603457583362e+08, -5.9566613066538818e+07, +2.8848700272849058e+01, +4.6569644199602074e+00, +2.0185011587806962e+00
01-JUL-2028 18:30:00.0000 ET, +2.6498450976469781e+07, -1.3741323946415544e+08, -5.9565401561399654e+07, +2.8848100769729935e+01, +4.6600744965989982e+00, +2.0198493004739291e+00
01-JUL-2028 18:40:00.0000 ET, +2.6515759656982794e+07, -1.3741044248645052e+08, -5.9564189247383818e+07, +2.8847500875039621e+01, +4.6631845090346848e+00, +2.0211974143395537e+00
01-JUL-2028 18:50:00.0000 ET, +2.6533067977441512e+07, -1.3740764364275745e+08, -5.9562976124508016e+07, +2.8846900588786074e+01, +4.6662944572271936e+00, +2.0225455003601982e+00
01-JUL-2028 19:00:00.0000 ET, +2.6550375937611021e+07, -1.3740484293311471e+08, -5.9561762192788959e+07, +2.8846299910977272e+01, +4.6694043411364516e+00, +2.0238935585184925e+00
01-JUL-2028 19:10:00.0000 ET, +2.6567683537256379e+07, -1.3740204035756096e+08, -5.9560547452243365e+07, +2.8845698841621193e+01, +4.6725141607223843e+00, +2.0252415887970665e+00
01-JUL-2028 19:20:00.0000 ET, +2.6584990776142661e+07, -1.3739923591613474e+08, -5.9559331902887978e+07, +2.8845097380725825e+01, +4.6756239159449215e+00, +2.0265895911785501e+00
01-JUL-2028 19:30:00.0000 ET, +2.6602297654034939e+07, -1.3739642960887468e+08, -5.9558115544739537e+07, +2.8844495528299152e+01, +4.6787336067639949e+00, +2.0279375656455749e+00
01-JUL-2028 19:40:00.0000 ET, +2.6619604170698315e+07, -1.3739362143581948e+08, -5.9556898377814792e+07, +2.8843893284349161e+01, +4.6818432331395297e+00, +2.0292855121807700e+00
01-JUL-2028 19:50:00.0000 ET, +2.6636910325897861e+07, -1.3739081139700782e+08, -5.9555680402130507e+07, +2.8843290648883858e+01, +4.6849527950314585e+00, +2.0306334307667688e+00
01-JUL-2028 20:00:00.0000 ET, +2.6654216119398672e+07, -1.3738799949247837e+08, -5.9554461617703460e+07, +2.8842687621911235e+01, +4.6880622923997146e+00, +2.0319813213862008e+00
01-JUL-2028 20:10:00.0000 ET, +2.6671521550965857e+07, -1.3738518572226986e+08, -5.9553242024550438e+07, +2.8842084203439317e+01, +4.6911717252042271e+00, +2.0333291840216994e+00
01-JUL-2028 20:20:00.0000 ET, +2.6688826620364502e+07, -1.3738237008642104e+08, -5.9552021622688234e+07, +2.8841480393476093e+01, +4.6942810934049310e+00, +2.0346770186558962e+00
01-JUL-2028 20:30:00.0000 ET, +2.6706131327359729e+07, -1.3737955258497068e+08, -5.9550800412133664e+07, +2.8840876192029594e+01, +4.6973903969617599e+00, +2.0360248252714235e+00
01-JUL-2028 20:40:00.0000 ET, +2.6723435671716642e+07, -1.3737673321795762e+08, -5.9549578392903522e+07, +2.8840271599107833e+01, +4.7004996358346496e+00, +2.0373726038509150e+00
01-JUL-2028 20:50:00.0000 ET, +2.6740739653200366e+07, -1.3737391198542064e+08, -5.9548355565014645e+07, +2.8839666614718837e+01, +4.7036088099835327e+00, +2.0387203543770038e+00
01-JUL-2028 21:00:00.0000 ET, +2.6758043271576017e+07, -1.3737108888739860e+08, -5.9547131928483881e+07, +2.8839061238870634e+01, +4.7067179193683470e+00, +2.0400680768323234e+00
01-JUL-2028 21:10:00.0000 ET, +2.6775346526608720e+07, -1.3736826392393035e+08, -5.9545907483328067e+07, +2.8838455471571248e+01, +4.7098269639490296e+00, +2.0414157711995071e+00
01-JUL-2028 21:20:00.0000 ET, +2.6792649418063611e+07, -1.3736543709505484e+08, -5.9544682229564056e+07, +2.8837849312828741e+01, +4.7129359436855163e+00, +2.0427634374611907e+00
01-JUL-2028 21:30:00.0000 ET, +2.6809951945705827e+07, -1.3736260840081090e+08, -5.9543456167208731e+07, +2.8837242762651123e+01, +4.7160448585377468e+00, +2.0441110756000067e+00
01-JUL-2028 21:40:00.0000 ET, +2.6827254109300509e+07, -1.3735977784123755e+08, -5.9542229296278976e+07, +2.8836635821046464e+01, +4.7191537084656616e+00, +2.0454586855985917e+00
01-JUL-2028 21:50:00.0000 ET, +2.6844555908612799e+07, -1.3735694541637373e+08, -5.9541001616791651e+07, +2.8836028488022809e+01, +4.7222624934291995e+00, +2.0468062674395804e+00
01-JUL-2028 22:00:00.0000 ET, +2.6861857343407854e+07, -1.3735411112625843e+08, -5.9539773128763676e+07, +2.8835420763588218e+01, +4.7253712133883026e+00, +2.0481538211056085e+00
01-JUL-2028 22:10:00.0000 ET, +2.6879158413450822e+07, -1.3735127497093070e+08, -5.9538543832211964e+07, +2.8834812647750738e+01, +4.7284798683029088e+00, +2.0495013465793122e+00
01-JUL-2028 22:20:00.0000 ET, +2.6896459118506871e+07, -1.3734843695042950e+08, -5.9537313727153428e+07, +2.8834204140518455e+01, +4.7315884581329657e+00, +2.0508488438433279e+00
01-JUL-2028 22:30:00.0000 ET, +2.6913759458341166e+07, -1.3734559706479397e+08, -5.9536082813605003e+07, +2.8833595241899417e+01, +4.7346969828384111e+00, +2.0521963128802918e+00
01-JUL-2028 22:40:00.0000 ET, +2.6931059432718873e+07, -1.3734275531406310e+08, -5.9534851091583617e+07, +2.8832985951901716e+01, +4.7378054423791944e+00, +2.0535437536728405e+00
01-JUL-2028 22:50:00.0000 ET, +2.6948359041405179e+07, -1.3733991169827616e+08, -5.9533618561106242e+07, +2.8832376270533409e+01, +4.7409138367152579e+00, +2.0548911662036131e+00
01-JUL-2028 23:00:00.0000 ET, +2.6965658284165241e+07, -1.3733706621747211e+08, -5.9532385222189829e+07, +2.8831766197802605e+01, +4.7440221658065465e+00, +2.0562385504552445e+00
