# Sun->Apophis in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 07:20:00.0000 ET, -6.1245725619271502e+07, -1.0926060266149676e+08, -4.2139556447687328e+07, +3.0952798046561526e+01, -9.0538006231115471e+00, -2.5848149365322404e+00
01-JUL-2028 07:30:00.0000 ET, -6.1227153306588769e+07, -1.0926603381095372e+08, -4.2141106900479920e+07, +3.0954910818215119e+01, -9.0500308172750206e+00, -2.5833610099767901e+00
01-JUL-2028 07:40:00.0000 ET, -6.1208579726383351e+07, -1.0927146269837807e+08, -4.2142656480864614e+07, +3.0957023122227611e+01, -9.0462605143105446e+00, -2.5819069102898942e+00
01-JUL-2028 07:50:00.0000 ET, -6.1190004878935546e+07, -1.0927688932347143e+08, -4.2144205188737676e+07, +3.0959134959200753e+01, -9.0424897140013467e+00, -2.5804526376950179e+00
01-JUL-2028 08:00:00.0000 ET, -6.1171428764525801e+07, -1.0928231368593544e+08, -4.2145753023995258e+07, +3.0961246328721010e+01, -9.0387184165133707e+00, -2.5789981920901450e+00
01-JUL-2028 08:10:00.0000 ET, -6.1152851383434594e+07, -1.0928773578547178e+08, -4.2147299986533582e+07, +3.0963357230704279e+01, -9.0349466217731855e+00, -2.5775435735059391e+00
01-JUL-2028 08:20:00.0000 ET, -6.1134272735942490e+07, -1.0929315562178214e+08, -4.2148846076248869e+07, +3.0965467665014234e+01, -9.0311743298275733e+00, -2.5760887819594260e+00
01-JUL-2028 08:30:00.0000 ET, -6.1115692822330140e+07, -1.0929857319456814e+08, -4.2150391293037340e+07, +3.0967577631492201e+01, -9.0274015406954042e+00, -2.5746338174375172e+00
01-JUL-2028 08:40:00.0000 ET, -6.1097111642878287e+07, -1.0930398850353153e+08, -4.2151935636795215e+07, +3.0969687130016300e+01, -9.0236282544049633e+00, -2.5731786799767424e+00
01-JUL-2028 08:50:00.0000 ET, -6.1078529197867744e+07, -1.0930940154837400e+08, -4.2153479107418723e+07, +3.0971796160471648e+01, -9.0198544709170694e+00, -2.5717233695869490e+00
01-JUL-2028 09:00:00.0000 ET, -6.1059945487579361e+07, -1.0931481232879722e+08, -4.2155021704804108e+07, +3.0973904722783626e+01, -9.0160801901102463e+00, -2.5702678862515467e+00
01-JUL-2028 09:10:00.0000 ET, -6.1041360512294151e+07, -1.0932022084450291e+08, -4.2156563428847641e+07, +3.0976012816633997e+01, -9.0123054125638511e+00, -2.5688122299769613e+00
01-JUL-2028 09:20:00.0000 ET, -6.1022774272293121e+07, -1.0932562709519285e+08, -4.2158104279445507e+07, +3.0978120442014205e+01, -9.0085301376830955e+00, -2.5673564007876934e+00
01-JUL-2028 09:30:00.0000 ET, -6.1004186767857425e+07, -1.0933103108056873e+08, -4.2159644256494001e+07, +3.0980227598880699e+01, -9.0047543657425297e+00, -2.5659003986926825e+00
01-JUL-2028 09:40:00.0000 ET, -6.0985597999268234e+07, -1.0933643280033229e+08, -4.2161183359889366e+07, +3.0982334286952941e+01, -9.0009780966465058e+00, -2.5644442237115115e+00
01-JUL-2028 09:50:00.0000 ET, -6.0967007966806836e+07, -1.0934183225418532e+08, -4.2162721589527860e+07, +3.0984440506208166e+01, -8.9972013305607703e+00, -2.5629878758063245e+00
01-JUL-2028 10:00:00.0000 ET, -6.0948416670754597e+07, -1.0934722944182953e+08, -4.2164258945305765e+07, +3.0986546256416627e+01, -8.9934240673277959e+00, -2.5615313550547234e+00
01-JUL-2028 10:10:00.0000 ET, -6.0929824111392945e+07, -1.0935262436296672e+08, -4.2165795427119344e+07, +3.0988651537571688e+01, -8.9896463071498971e+00, -2.5600746614255505e+00
01-JUL-2028 10:20:00.0000 ET, -6.0911230289003395e+07, -1.0935801701729868e+08, -4.2167331034864910e+07, +3.0990756349352008e+01, -8.9858680498605388e+00, -2.5586177949090625e+00
01-JUL-2028 10:30:00.0000 ET, -6.0892635203867562e+07, -1.0936340740452717e+08, -4.2168865768438689e+07, +3.0992860692095441e+01, -8.9820892952947204e+00, -2.5571607554112354e+00
01-JUL-2028 10:40:00.0000 ET, -6.0874038856267102e+07, -1.0936879552435407e+08, -4.2170399627737001e+07, +3.0994964564769308e+01, -8.9783100443868147e+00, -2.5557035433395634e+00
01-JUL-2028 10:50:00.0000 ET, -6.0855441246483758e+07, -1.0937418137648103e+08, -4.2171932612656161e+07, +3.0997067968049873e+01, -8.9745302960956792e+00, -2.5542461583687190e+00
01-JUL-2028 11:00:00.0000 ET, -6.0836842374799386e+07, -1.0937956496061000e+08, -4.2173464723092444e+07, +3.0999170901565865e+01, -8.9707500509537859e+00, -2.5527886004681664e+00
01-JUL-2028 11:10:00.0000 ET, -6.0818242241495870e+07, -1.0938494627644275e+08, -4.2174995958942167e+07, +3.1001273365125094e+01, -8.9669693087406674e+00, -2.5513308697998744e+00
01-JUL-2028 11:20:00.0000 ET, -6.0799640846855223e+07, -1.0939032532368113e+08, -4.2176526320101641e+07, +3.1003375358709814e+01, -8.9631880696974076e+00, -2.5498729663011335e+00
01-JUL-2028 11:30:00.0000 ET, -6.0781038191159479e+07, -1.0939570210202698e+08, -4.2178055806467175e+07, +3.1005476882045521e+01, -8.9594063336366059e+00, -2.5484148900171628e+00
01-JUL-2028 11:40:00.0000 ET, -6.0762434274690807e+07, -1.0940107661118215e+08, -4.2179584417935088e+07, +3.1007577935125710e+01, -8.9556241007803674e+00, -2.5469566409076130e+00
01-JUL-2028 11:50:00.0000 ET, -6.0743829097731434e+07, -1.0940644885084853e+08, -4.2181112154401727e+07, +3.1009678517725863e+01, -8.9518413709304170e+00, -2.5454982190909234e+00
01-JUL-2028 12:00:00.0000 ET, -6.0725222660563655e+07, -1.0941181882072793e+08, -4.2182639015763409e+07, +3.1011778629823450e+01, -8.9480581438654383e+00, -2.5440396242827301e+00
01-JUL-2028 12:10:00.0000 ET, -6.0706614963469848e+07, -1.0941718652052228e+08, -4.2184165001916490e+07, +3.1013878271107981e+01, -8.9442744207368872e+00, -2.5425808569943387e+00
01-JUL-2028 12:20:00.0000 ET, -6.0688006006732486e+07, -1.0942255194993344e+08, -4.2185690112757295e+07, +3.1015977441635673e+01, -8.9404902003672451e+00, -2.5411219168891002e+00
01-JUL-2028 12:30:00.0000 ET, -6.0669395790634096e+07, -1.0942791510866334e+08, -4.2187214348182179e+07, +3.1018076141151983e+01, -8.9367054831409050e+00, -2.5396628039362628e+00
01-JUL-2028 12:40:00.0000 ET, -6.0650784315457307e+07, -1.0943327599641387e+08, -4.2188737708087496e+07, +3.1020174369622804e+01, -8.9329202691651037e+00, -2.5382035183199636e+00
01-JUL-2028 12:50:00.0000 ET, -6.0632171581484802e+07, -1.0943863461288695e+08, -4.2190260192369610e+07, +3.1022272126840900e+01, -8.9291345582896344e+00, -2.5367440599329951e+00
01-JUL-2028 13:00:00.0000 ET, -6.0613557588999361e+07, -1.0944399095778447e+08, -4.2191781800924882e+07, +3.1024369412726561e+01, -8.9253483507281697e+00, -2.5352844288539855e+00
01-JUL-2028 13:10:00.0000 ET, -6.0594942338283844e+07, -1.0944934503080845e+08, -4.2193302533649676e+07, +3.1026466227066432e+01, -8.9215616463687617e+00, -2.5338246250325129e+00
01-JUL-2028 13:20:00.0000 ET, -6.0576325829621188e+07, -1.0945469683166079e+08, -4.2194822390440404e+07, +3.1028562569835387e+01, -8.9177744452414487e+00, -2.5323646485492688e+00
01-JUL-2028 13:30:00.0000 ET, -6.0557708063294411e+07, -1.0946004636004342e+08, -4.2196341371193387e+07, +3.1030658440746404e+01, -8.9139867473040066e+00, -2.5309044991369456e+00
01-JUL-2028 13:40:00.0000 ET, -6.0539089039586581e+07, -1.0946539361565833e+08, -4.2197859475805074e+07, +3.1032753839911429e+01, -8.9101985528603453e+00, -2.5294441774581848e+00
01-JUL-2028 13:50:00.0000 ET, -6.0520468758780889e+07, -1.0947073859820750e+08, -4.2199376704171829e+07, +3.1034848767006714e+01, -8.9064098616167851e+00, -2.5279836829293769e+00
01-JUL-2028 14:00:00.0000 ET, -6.0501847221160583e+07, -1.0947608130739290e+08, -4.2200893056190051e+07, +3.1036943221976856e+01, -8.9026206735958375e+00, -2.5265230157053269e+00
01-JUL-2028 14:10:00.0000 ET, -6.0483224427008986e+07, -1.0948142174291654e+08, -4.2202408531756148e+07, +3.1039037204628197e+01, -8.8988309890723603e+00, -2.5250621758387077e+00
01-JUL-2028 14:20:00.0000 ET, -6.0464600376609512e+07, -1.0948675990448038e+08, -4.2203923130766526e+07, +3.1041130714884062e+01, -8.8950408076740448e+00, -2.5236011633131374e+00
01-JUL-2028 14:30:00.0000 ET, -6.0445975070245638e+07, -1.0949209579178648e+08, -4.2205436853117593e+07, +3.1043223752591427e+01, -8.8912501298420388e+00, -2.5221399781632168e+00
