# Apophis->SpacecraftX in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
13-DEC-2028 09:50:00.0000 ET, -9.3285651476916076e-01, +8.6101011967214069e-01, -3.0726929118470387e+00, -2.7611919537058842e-05, -1.0107362593224707e-05, +5.5506417461069475e-06
13-DEC-2028 10:00:00.0000 ET, -9.4940953380938065e-01, +8.5493161892097702e-01, -3.0693183115996856e+00, -2.7564676844452554e-05, -1.0154255604882264e-05, +5.6979990453201075e-06
13-DEC-2028 10:10:00.0000 ET, -9.6593396662405206e-01, +8.4882507426516396e-01, -3.0658553454559456e+00, -2.7516632373791798e-05, -1.0200842027328648e-05, +5.8451940311205358e-06
13-DEC-2028 10:20:00.0000 ET, -9.8242933261341747e-01, +8.4269067010177301e-01, -3.0623041120673027e+00, -2.7467787650466801e-05, -1.0247120370860810e-05, +5.9922224855366226e-06
13-DEC-2028 10:30:00.0000 ET, -9.9889515202860968e-01, +8.3652859174484628e-01, -3.0586647126298847e+00, -2.7418144262707043e-05, -1.0293089170228060e-05, +6.1390802057604487e-06
13-DEC-2028 10:40:00.0000 ET, -1.0153309460096536e+00, +8.3033902541117954e-01, -3.0549372508767645e+00, -2.7367703170983687e-05, -1.0338746729416962e-05, +6.2857628456748293e-06
13-DEC-2028 10:50:00.0000 ET, -1.0317362366346758e+00, +8.2412215820156987e-01, -3.0511218330666892e+00, -2.7316466404435619e-05, -1.0384091746746706e-05, +6.4322663003109928e-06
13-DEC-2028 11:00:00.0000 ET, -1.0481105468596126e+00, +8.1787817812259800e-01, -3.0472185679981401e+00, -2.7264435435628261e-05, -1.0429122717066760e-05, +6.5785863401891729e-06
13-DEC-2028 11:10:00.0000 ET, -1.0644534006061634e+00, +8.1160727405346833e-01, -3.0432275669889695e+00, -2.7211611725336087e-05, -1.0473838131057923e-05, +6.7247187310516144e-06
13-DEC-2028 11:20:00.0000 ET, -1.0807643227107471e+00, +8.0530963576453618e-01, -3.0391489438888151e+00, -2.7157996913874630e-05, -1.0518236547260408e-05, +6.8706592811229749e-06
13-DEC-2028 11:30:00.0000 ET, -1.0970428390038187e+00, +7.9898545388692854e-01, -3.0349828150596956e+00, -2.7103592606503733e-05, -1.0562316512233267e-05, +7.0164037904770928e-06
13-DEC-2028 11:40:00.0000 ET, -1.1132884762583093e+00, +7.9263491993148050e-01, -3.0307292993891424e+00, -2.7048400406283710e-05, -1.0606076572341426e-05, +7.1619480575867255e-06
13-DEC-2028 11:50:00.0000 ET, -1.1295007622576347e+00, +7.8625822626234076e-01, -3.0263885182729520e+00, -2.6992422027831628e-05, -1.0649515317669129e-05, +7.3072879102817476e-06
13-DEC-2028 12:00:00.0000 ET, -1.1456792257705035e+00, +7.7985556610601670e-01, -3.0219605956219047e+00, -2.6935658964709102e-05, -1.0692631253718778e-05, +7.4524191153921432e-06
13-DEC-2028 12:10:00.0000 ET, -1.1618233966013167e+00, +7.7342713353135639e-01, -3.0174456578482709e+00, -2.6878113311062918e-05, -1.0735423119955619e-05, +7.5973376059829623e-06
13-DEC-2028 12:20:00.0000 ET, -1.1779328055546932e+00, +7.6697312346275781e-01, -3.0128438338758889e+00, -2.6819786480992039e-05, -1.0777889392842452e-05, +7.7420391258583740e-06
13-DEC-2028 12:30:00.0000 ET, -1.1940069845024817e+00, +7.6049373165348755e-01, -3.0081552551215132e+00, -2.6760680275898382e-05, -1.0820028700111376e-05, +7.8865195259865674e-06
13-DEC-2028 12:40:00.0000 ET, -1.2100454663661342e+00, +7.5398915469187910e-01, -3.0033800554997905e+00, -2.6700796478025767e-05, -1.0861839663235797e-05, +8.0307746521624755e-06
13-DEC-2028 12:50:00.0000 ET, -1.2260477851205511e+00, +7.4745958999934681e-01, -2.9985183714226484e+00, -2.6640136901293710e-05, -1.0903320917316566e-05, +8.1748003594924787e-06
13-DEC-2028 13:00:00.0000 ET, -1.2420134758565420e+00, +7.4090523580489709e-01, -2.9935703417804924e+00, -2.6578703366140757e-05, -1.0944471101311402e-05, +8.3185925053801362e-06
13-DEC-2028 13:10:00.0000 ET, -1.2579420747287997e+00, +7.3432629116526793e-01, -2.9885361079583093e+00, -2.6516497683288344e-05, -1.0985288851093307e-05, +8.4621469432844595e-06
13-DEC-2028 13:20:00.0000 ET, -1.2738331190216019e+00, +7.2772295593800451e-01, -2.9834158138155473e+00, -2.6453521725333074e-05, -1.1025772828489548e-05, +8.6054595458495073e-06
13-DEC-2028 13:30:00.0000 ET, -1.2896861471350227e+00, +7.2109543078632576e-01, -2.9782096056905125e+00, -2.6389777105928307e-05, -1.1065921590276638e-05, +8.7485260988766196e-06
13-DEC-2028 13:40:00.0000 ET, -1.3055006986176076e+00, +7.1444391716518352e-01, -2.9729176323898949e+00, -2.6325266632718193e-05, -1.1105734183687949e-05, +8.8913427870081038e-06
13-DEC-2028 13:50:00.0000 ET, -1.3212763141564488e+00, +7.0776861732467033e-01, -2.9675400451922478e+00, -2.6259991232420916e-05, -1.1145208885922324e-05, +9.0339051652572227e-06
13-DEC-2028 14:00:00.0000 ET, -1.3370125355957920e+00, +7.0106973430182573e-01, -2.9620769978421917e+00, -2.6193953299850346e-05, -1.1184344577572281e-05, +9.1762092805732263e-06
13-DEC-2028 14:10:00.0000 ET, -1.3527089059827411e+00, +6.9434747190096513e-01, -2.9565286465346223e+00, -2.6127154712418152e-05, -1.1223139927661654e-05, +9.3182510050107516e-06
13-DEC-2028 14:20:00.0000 ET, -1.3683649695273488e+00, +6.8760203470959846e-01, -2.9508951499288774e+00, -2.6059597504844202e-05, -1.1261593671555024e-05, +9.4600262647928961e-06
13-DEC-2028 14:30:00.0000 ET, -1.3839802716674356e+00, +6.8083362807067593e-01, -2.9451766691259094e+00, -2.5991283690536214e-05, -1.1299704537092666e-05, +9.6015309788837965e-06
13-DEC-2028 14:40:00.0000 ET, -1.3995543590352113e+00, +6.7404245809591623e-01, -2.9393733676805485e+00, -2.5922215281314626e-05, -1.1337471252363192e-05, +9.7427610647082359e-06
13-DEC-2028 14:50:00.0000 ET, -1.4150867795154103e+00, +6.6722873164051855e-01, -2.9334854115802624e+00, -2.5852394404407760e-05, -1.1374892595868867e-05, +9.8837124830247643e-06
13-DEC-2028 15:00:00.0000 ET, -1.4305770822288109e+00, +6.6039265630937716e-01, -2.9275129692512856e+00, -2.5781823289632448e-05, -1.1411967392103928e-05, +1.0024381235769244e-05
13-DEC-2028 15:10:00.0000 ET, -1.4460248175130825e+00, +6.5353444046484821e-01, -2.9214562115668765e+00, -2.5710503387761945e-05, -1.1448694129700249e-05, +1.0164763017763729e-05
13-DEC-2028 15:20:00.0000 ET, -1.4614295370528574e+00, +6.4665429316980261e-01, -2.9153153117964221e+00, -2.5638437555149669e-05, -1.1485071905981318e-05, +1.0304854075322098e-05
13-DEC-2028 15:30:00.0000 ET, -1.4767907937587930e+00, +6.3975242423912937e-01, -2.9090904456529993e+00, -2.5565627635757670e-05, -1.1521099381808664e-05, +1.0444650256626831e-05
13-DEC-2028 15:40:00.0000 ET, -1.4921081418482784e+00, +6.3282904420412822e-01, -2.9027817912619440e+00, -2.5492075870672764e-05, -1.1556775391590597e-05, +1.0584147567201806e-05
13-DEC-2028 15:50:00.0000 ET, -1.5073811368629444e+00, +6.2588436430393157e-01, -2.8963895291534554e+00, -2.5417784406229438e-05, -1.1592098729557284e-05, +1.0723341973819307e-05
13-DEC-2028 16:00:00.0000 ET, -1.5226093356375821e+00, +6.1891859649851821e-01, -2.8899138422758761e+00, -2.5342755455338659e-05, -1.1627068220269674e-05, +1.0862229469815605e-05
13-DEC-2028 16:10:00.0000 ET, -1.5377922963704163e+00, +6.1193195343680973e-01, -2.8833549159662857e+00, -2.5266991300474593e-05, -1.1661682720840344e-05, +1.1000806078697424e-05
13-DEC-2028 16:20:00.0000 ET, -1.5529295785889115e+00, +6.0492464847106997e-01, -2.8767129379651268e+00, -2.5190494117516964e-05, -1.1695941041788221e-05, +1.1139067777053399e-05
13-DEC-2028 16:30:00.0000 ET, -1.5680207431757984e+00, +5.9789689564460580e-01, -2.8699880984054782e+00, -2.5113266127247374e-05, -1.1729842014384880e-05, +1.1277010558892936e-05
13-DEC-2028 16:40:00.0000 ET, -1.5830653524274518e+00, +5.9084890966442805e-01, -2.8631805897868614e+00, -2.5035309987261696e-05, -1.1763384670481814e-05, +1.1414630616796132e-05
13-DEC-2028 16:50:00.0000 ET, -1.5980629699637019e+00, +5.8378090594149135e-01, -2.8562906070162146e+00, -2.4956627646204578e-05, -1.1796567720521083e-05, +1.1551923821979185e-05
13-DEC-2028 17:00:00.0000 ET, -1.6130131608463072e+00, +5.7669310053598433e-01, -2.8493183473544916e+00, -2.4877221532100870e-05, -1.1829390094248436e-05, +1.1688886261722584e-05
13-DEC-2028 17:10:00.0000 ET, -1.6279154915288114e+00, +5.6958571017935578e-01, -2.8422640104395862e+00, -2.4797094046683838e-05, -1.1861850711255211e-05, +1.1825514012290281e-05
13-DEC-2028 17:20:00.0000 ET, -1.6427695299007787e+00, +5.6245895225313358e-01, -2.8351277982658938e+00, -2.4716247555951719e-05, -1.1893948476144417e-05, +1.1961803133213318e-05
13-DEC-2028 17:30:00.0000 ET, -1.6575748452752930e+00, +5.5531304479389987e-01, -2.8279099151904488e+00, -2.4634684463482296e-05, -1.1925682312239813e-05, +1.2097749701338596e-05
13-DEC-2028 17:40:00.0000 ET, -1.6723310084244831e+00, +5.4814820647589335e-01, -2.8206105679159870e+00, -2.4552407206299877e-05, -1.1957051160030089e-05, +1.2233349809769541e-05
13-DEC-2028 17:50:00.0000 ET, -1.6870375915723337e+00, +5.4096465661352933e-01, -2.8132299654946373e+00, -2.4469418200744368e-05, -1.1988053951537436e-05, +1.2368599540736124e-05
13-DEC-2028 18:00:00.0000 ET, -1.7016941684234517e+00, +5.3376261514698897e-01, -2.8057683193138381e+00, -2.4385720032646399e-05, -1.2018689701001115e-05, +1.2503495062448417e-05
13-DEC-2028 18:10:00.0000 ET, -1.7163003141590765e+00, +5.2654230264327162e-01, -2.7982258430985714e+00, -2.4301314910972444e-05, -1.2048957243670684e-05, +1.2638032348914381e-05
13-DEC-2028 18:20:00.0000 ET, -1.7308556054701731e+00, +5.1930394027949789e-01, -2.7906027528945785e+00, -2.4216205615307841e-05, -1.2078855689636811e-05, +1.2772207667969893e-05
