# Sun->Jupiter Barycenter in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
13-DEC-2028 11:40:00.0000 ET, -7.9450103124305224e+08, -1.7675481258787543e+08, -5.6421234787333868e+07, +2.8054577374858964e+00, -1.1122850512641110e+01, -4.8358314973613750e+00
13-DEC-2028 11:50:00.0000 ET, -7.9449934793342757e+08, -1.7676148629040280e+08, -5.6424136283749044e+07, +2.8055743444181078e+00, -1.1122824578419376e+01, -4.8358232197969278e+00
13-DEC-2028 12:00:00.0000 ET, -7.9449766455383885e+08, -1.7676815997736934e+08, -5.6427037775197551e+07, +2.8056909510989181e+00, -1.1122798643216811e+01, -4.8358149418057472e+00
13-DEC-2028 12:10:00.0000 ET, -7.9449598110428631e+08, -1.7677483364877450e+08, -5.6429939261679128e+07, +2.8058075575283166e+00, -1.1122772707033416e+01, -4.8358066633878352e+00
13-DEC-2028 12:20:00.0000 ET, -7.9449429758476996e+08, -1.7678150730461758e+08, -5.6432840743193522e+07, +2.8059241637062939e+00, -1.1122746769869199e+01, -4.8357983845431933e+00
13-DEC-2028 12:30:00.0000 ET, -7.9449261399528992e+08, -1.7678818094489813e+08, -5.6435742219740495e+07, +2.8060407696328418e+00, -1.1122720831724159e+01, -4.8357901052718208e+00
13-DEC-2028 12:40:00.0000 ET, -7.9449093033584642e+08, -1.7679485456961548e+08, -5.6438643691319771e+07, +2.8061573753079490e+00, -1.1122694892598302e+01, -4.8357818255737204e+00
13-DEC-2028 12:50:00.0000 ET, -7.9448924660643959e+08, -1.7680152817876905e+08, -5.6441545157931097e+07, +2.8062739807316071e+00, -1.1122668952491622e+01, -4.8357735454488919e+00
13-DEC-2028 13:00:00.0000 ET, -7.9448756280706966e+08, -1.7680820177235830e+08, -5.6444446619574219e+07, +2.8063905859038063e+00, -1.1122643011404133e+01, -4.8357652648973355e+00
13-DEC-2028 13:10:00.0000 ET, -7.9448587893773651e+08, -1.7681487535038254e+08, -5.6447348076248892e+07, +2.8065071908245360e+00, -1.1122617069335829e+01, -4.8357569839190528e+00
13-DEC-2028 13:20:00.0000 ET, -7.9448419499844062e+08, -1.7682154891284126e+08, -5.6450249527954839e+07, +2.8066237954937883e+00, -1.1122591126286716e+01, -4.8357487025140449e+00
13-DEC-2028 13:30:00.0000 ET, -7.9448251098918200e+08, -1.7682822245973390e+08, -5.6453150974691816e+07, +2.8067403999115519e+00, -1.1122565182256796e+01, -4.8357404206823125e+00
13-DEC-2028 13:40:00.0000 ET, -7.9448082690996087e+08, -1.7683489599105981e+08, -5.6456052416459575e+07, +2.8068570040778189e+00, -1.1122539237246071e+01, -4.8357321384238556e+00
13-DEC-2028 13:50:00.0000 ET, -7.9447914276077724e+08, -1.7684156950681841e+08, -5.6458953853257842e+07, +2.8069736079925773e+00, -1.1122513291254545e+01, -4.8357238557386770e+00
13-DEC-2028 14:00:00.0000 ET, -7.9447745854163122e+08, -1.7684824300700909e+08, -5.6461855285086371e+07, +2.8070902116558201e+00, -1.1122487344282220e+01, -4.8357155726267758e+00
13-DEC-2028 14:10:00.0000 ET, -7.9447577425252318e+08, -1.7685491649163133e+08, -5.6464756711944908e+07, +2.8072068150675360e+00, -1.1122461396329099e+01, -4.8357072890881545e+00
13-DEC-2028 14:20:00.0000 ET, -7.9447408989345336e+08, -1.7686158996068448e+08, -5.6467658133833192e+07, +2.8073234182277162e+00, -1.1122435447395183e+01, -4.8356990051228106e+00
13-DEC-2028 14:30:00.0000 ET, -7.9447240546442139e+08, -1.7686826341416803e+08, -5.6470559550750971e+07, +2.8074400211363506e+00, -1.1122409497480474e+01, -4.8356907207307511e+00
13-DEC-2028 14:40:00.0000 ET, -7.9447072096542788e+08, -1.7687493685208127e+08, -5.6473460962697983e+07, +2.8075566237934297e+00, -1.1122383546584977e+01, -4.8356824359119717e+00
13-DEC-2028 14:50:00.0000 ET, -7.9446903639647293e+08, -1.7688161027442372e+08, -5.6476362369673982e+07, +2.8076732261989443e+00, -1.1122357594708696e+01, -4.8356741506664740e+00
13-DEC-2028 15:00:00.0000 ET, -7.9446735175755644e+08, -1.7688828368119472e+08, -5.6479263771678701e+07, +2.8077898283528846e+00, -1.1122331641851629e+01, -4.8356658649942590e+00
13-DEC-2028 15:10:00.0000 ET, -7.9446566704867887e+08, -1.7689495707239375e+08, -5.6482165168711893e+07, +2.8079064302552408e+00, -1.1122305688013782e+01, -4.8356575788953284e+00
13-DEC-2028 15:20:00.0000 ET, -7.9446398226984036e+08, -1.7690163044802016e+08, -5.6485066560773291e+07, +2.8080230319060036e+00, -1.1122279733195153e+01, -4.8356492923696841e+00
13-DEC-2028 15:30:00.0000 ET, -7.9446229742104065e+08, -1.7690830380807337e+08, -5.6487967947862647e+07, +2.8081396333051627e+00, -1.1122253777395752e+01, -4.8356410054173251e+00
13-DEC-2028 15:40:00.0000 ET, -7.9446061250228035e+08, -1.7691497715255284e+08, -5.6490869329979703e+07, +2.8082562344527093e+00, -1.1122227820615578e+01, -4.8356327180382532e+00
13-DEC-2028 15:50:00.0000 ET, -7.9445892751355946e+08, -1.7692165048145789e+08, -5.6493770707124211e+07, +2.8083728353486337e+00, -1.1122201862854631e+01, -4.8356244302324694e+00
13-DEC-2028 16:00:00.0000 ET, -7.9445724245487797e+08, -1.7692832379478806e+08, -5.6496672079295903e+07, +2.8084894359929260e+00, -1.1122175904112916e+01, -4.8356161419999726e+00
13-DEC-2028 16:10:00.0000 ET, -7.9445555732623625e+08, -1.7693499709254265e+08, -5.6499573446494527e+07, +2.8086060363855760e+00, -1.1122149944390435e+01, -4.8356078533407674e+00
13-DEC-2028 16:20:00.0000 ET, -7.9445387212763441e+08, -1.7694167037472114e+08, -5.6502474808719821e+07, +2.8087226365265758e+00, -1.1122123983687191e+01, -4.8355995642548502e+00
13-DEC-2028 16:30:00.0000 ET, -7.9445218685907245e+08, -1.7694834364132288e+08, -5.6505376165971540e+07, +2.8088392364159147e+00, -1.1122098022003186e+01, -4.8355912747422254e+00
13-DEC-2028 16:40:00.0000 ET, -7.9445050152055073e+08, -1.7695501689234734e+08, -5.6508277518249430e+07, +2.8089558360535829e+00, -1.1122072059338425e+01, -4.8355829848028939e+00
13-DEC-2028 16:50:00.0000 ET, -7.9444881611206925e+08, -1.7696169012779391e+08, -5.6511178865553223e+07, +2.8090724354395711e+00, -1.1122046095692907e+01, -4.8355746944368541e+00
13-DEC-2028 17:00:00.0000 ET, -7.9444713063362837e+08, -1.7696836334766197e+08, -5.6514080207882665e+07, +2.8091890345738695e+00, -1.1122020131066638e+01, -4.8355664036441075e+00
13-DEC-2028 17:10:00.0000 ET, -7.9444544508522785e+08, -1.7697503655195096e+08, -5.6516981545237504e+07, +2.8093056334564688e+00, -1.1121994165459615e+01, -4.8355581124246578e+00
13-DEC-2028 17:20:00.0000 ET, -7.9444375946686828e+08, -1.7698170974066031e+08, -5.6519882877617493e+07, +2.8094222320873596e+00, -1.1121968198871848e+01, -4.8355498207785015e+00
13-DEC-2028 17:30:00.0000 ET, -7.9444207377854931e+08, -1.7698838291378942e+08, -5.6522784205022357e+07, +2.8095388304665314e+00, -1.1121942231303333e+01, -4.8355415287056438e+00
13-DEC-2028 17:40:00.0000 ET, -7.9444038802027166e+08, -1.7699505607133770e+08, -5.6525685527451850e+07, +2.8096554285939757e+00, -1.1121916262754077e+01, -4.8355332362060821e+00
13-DEC-2028 17:50:00.0000 ET, -7.9443870219203520e+08, -1.7700172921330455e+08, -5.6528586844905727e+07, +2.8097720264696826e+00, -1.1121890293224084e+01, -4.8355249432798191e+00
13-DEC-2028 18:00:00.0000 ET, -7.9443701629384005e+08, -1.7700840233968934e+08, -5.6531488157383703e+07, +2.8098886240936416e+00, -1.1121864322713348e+01, -4.8355166499268547e+00
13-DEC-2028 18:10:00.0000 ET, -7.9443533032568634e+08, -1.7701507545049158e+08, -5.6534389464885555e+07, +2.8100052214658442e+00, -1.1121838351221880e+01, -4.8355083561471917e+00
13-DEC-2028 18:20:00.0000 ET, -7.9443364428757429e+08, -1.7702174854571062e+08, -5.6537290767411001e+07, +2.8101218185862806e+00, -1.1121812378749681e+01, -4.8355000619408290e+00
13-DEC-2028 18:30:00.0000 ET, -7.9443195817950404e+08, -1.7702842162534592e+08, -5.6540192064959787e+07, +2.8102384154549402e+00, -1.1121786405296749e+01, -4.8354917673077678e+00
13-DEC-2028 18:40:00.0000 ET, -7.9443027200147569e+08, -1.7703509468939680e+08, -5.6543093357531674e+07, +2.8103550120718146e+00, -1.1121760430863093e+01, -4.8354834722480096e+00
13-DEC-2028 18:50:00.0000 ET, -7.9442858575348961e+08, -1.7704176773786274e+08, -5.6545994645126410e+07, +2.8104716084368939e+00, -1.1121734455448713e+01, -4.8354751767615545e+00
13-DEC-2028 19:00:00.0000 ET, -7.9442689943554568e+08, -1.7704844077074313e+08, -5.6548895927743711e+07, +2.8105882045501684e+00, -1.1121708479053609e+01, -4.8354668808484043e+00
13-DEC-2028 19:10:00.0000 ET, -7.9442521304764414e+08, -1.7705511378803739e+08, -5.6551797205383331e+07, +2.8107048004116284e+00, -1.1121682501677789e+01, -4.8354585845085598e+00
13-DEC-2028 19:20:00.0000 ET, -7.9442352658978522e+08, -1.7706178678974497e+08, -5.6554698478045031e+07, +2.8108213960212640e+00, -1.1121656523321251e+01, -4.8354502877420211e+00
13-DEC-2028 19:30:00.0000 ET, -7.9442184006196904e+08, -1.7706845977586520e+08, -5.6557599745728545e+07, +2.8109379913790664e+00, -1.1121630543983997e+01, -4.8354419905487891e+00
13-DEC-2028 19:40:00.0000 ET, -7.9442015346419561e+08, -1.7707513274639753e+08, -5.6560501008433603e+07, +2.8110545864850254e+00, -1.1121604563666033e+01, -4.8354336929288655e+00
13-DEC-2028 19:50:00.0000 ET, -7.9441846679646540e+08, -1.7708180570134142e+08, -5.6563402266159967e+07, +2.8111711813391311e+00, -1.1121578582367359e+01, -4.8354253948822521e+00
13-DEC-2028 20:00:00.0000 ET, -7.9441678005877817e+08, -1.7708847864069620e+08, -5.6566303518907383e+07, +2.8112877759413752e+00, -1.1121552600087981e+01, -4.8354170964089471e+00
13-DEC-2028 20:10:00.0000 ET, -7.9441509325113428e+08, -1.7709515156446129e+08, -5.6569204766675577e+07, +2.8114043702917471e+00, -1.1121526616827897e+01, -4.8354087975089515e+00
13-DEC-2028 20:20:00.0000 ET, -7.9441340637353384e+08, -1.7710182447263616e+08, -5.6572106009464301e+07, +2.8115209643902368e+00, -1.1121500632587114e+01, -4.8354004981822696e+00
13-DEC-2028 20:30:00.0000 ET, -7.9441171942597699e+08, -1.7710849736522022e+08, -5.6575007247273311e+07, +2.8116375582368360e+00, -1.1121474647365631e+01, -4.8353921984288997e+00
13-DEC-2028 20:40:00.0000 ET, -7.9441003240846384e+08, -1.7711517024221283e+08, -5.6577908480102338e+07, +2.8117541518315341e+00, -1.1121448661163452e+01, -4.8353838982488426e+00
13-DEC-2028 20:50:00.0000 ET, -7.9440834532099485e+08, -1.7712184310361344e+08, -5.6580809707951128e+07, +2.8118707451743208e+00, -1.1121422673980582e+01, -4.8353755976421002e+00
13-DEC-2028 21:00:00.0000 ET, -7.9440665816356981e+08, -1.7712851594942141e+08, -5.6583710930819415e+07, +2.8119873382651881e+00, -1.1121396685817020e+01, -4.8353672966086734e+00
13-DEC-2028 21:10:00.0000 ET, -7.9440497093618894e+08, -1.7713518877963620e+08, -5.6586612148706965e+07, +2.8121039311041267e+00, -1.1121370696672770e+01, -4.8353589951485620e+00
13-DEC-2028 21:20:00.0000 ET, -7.9440328363885248e+08, -1.7714186159425724e+08, -5.6589513361613512e+07, +2.8122205236911251e+00, -1.1121344706547834e+01, -4.8353506932617680e+00
13-DEC-2028 21:30:00.0000 ET, -7.9440159627156055e+08, -1.7714853439328387e+08, -5.6592414569538802e+07, +2.8123371160261743e+00, -1.1121318715442216e+01, -4.8353423909482904e+00
